playerID,yearID,lgID,POS,gold_glove
bassan01,2021,NL,P,1
lopezpa01,2022,NL,P,1
fraziad01,2021,NL,OF,2
tollest01,2014,AL,OF,1
caratvi01,2021,NL,3B,1
dickeco01,2015,NL,OF,1
brantro01,2020,NL,C,1
phillbr01,2018,AL,2B,1
polanjo01,2019,AL,SS,1
wendljo01,2022,NL,2B,1
ramirjc01,2015,AL,P,1
alonspe01,2019,NL,1B,1
leathja01,2015,NL,P,1
antonte01,2020,NL,P,1
mccarki01,2022,AL,P,1
holtty01,2016,NL,P,1
nevinty01,2022,AL,3B,1
goudeas01,2020,NL,P,1
grotzza01,2019,AL,P,1
raleylu01,2023,AL,OF,1
woodhu01,2021,AL,P,1
worthda01,2016,AL,2B,1
urshegi01,2017,AL,1B,1
hamelco01,2015,NL,P,1
peterja01,2021,NL,1B,1
descada01,2015,NL,2B,1
francty01,2019,NL,3B,1
lametdi01,2023,AL,P,1
sardilu01,2016,AL,P,1
hoyinja01,2016,AL,OF,1
gonzalu03,2022,NL,OF,1
vierlma01,2022,NL,1B,1
rojasmi02,2019,NL,2B,1
weavelu01,2022,AL,P,1
davidma02,2020,NL,P,1
stashco01,2022,AL,P,1
kellyca02,2023,NL,P,1
walkene01,2020,NL,OF,1
bogaexa01,2014,AL,SS,1
gurkaja01,2015,NL,P,1
harrijo05,2023,NL,3B,1
glasnty01,2018,AL,P,1
millebr04,2023,AL,P,1
karnsna01,2016,AL,P,1
coleta01,2019,AL,P,1
abramcj01,2022,NL,OF,1
lauerer01,2019,NL,P,1
plassmi01,2023,NL,P,1
montemi01,2017,AL,C,1
slanida01,2017,NL,P,1
walkejo02,2023,NL,OF,1
berryqu01,2015,NL,OF,1
gallayo01,2018,NL,P,1
holtbr01,2019,AL,OF,1
sabatcc01,2014,AL,P,1
rogerty01,2022,NL,P,1
waddebr01,2021,NL,P,1
coopega03,2021,NL,OF,1
aguilje01,2018,NL,1B,1
johnser04,2015,AL,P,1
berryqu01,2017,NL,OF,1
odorija01,2020,AL,P,1
alvarpe01,2014,NL,1B,1
tuckeco01,2022,NL,OF,1
overtdi01,2017,AL,P,1
whitlko01,2020,NL,P,1
garcija02,2017,AL,P,2
jacksja01,2021,NL,P,1
naughpa01,2023,NL,P,1
valdefr01,2021,AL,P,1
wilsoal01,2019,NL,P,1
allengr01,2020,NL,OF,1
hazelje01,2017,NL,OF,1
mcgowky01,2018,NL,P,1
perezhe01,2015,AL,SS,1
greinza01,2023,AL,P,1
larnatr01,2022,AL,OF,1
martijd02,2014,AL,OF,1
cappsca01,2017,NL,P,1
sosaed01,2022,NL,SS,2
stallja01,2020,NL,C,1
lutzdo01,2014,NL,1B,1
weavelu01,2016,NL,P,1
mateojo01,2023,AL,OF,1
blandal01,2018,NL,2B,1
youngch04,2014,NL,OF,1
pegueli01,2023,NL,SS,1
bowmama01,2023,AL,P,1
gomesjo01,2015,NL,P,1
gonzaro01,2022,AL,2B,1
tanakma01,2017,AL,P,1
adducji02,2017,AL,OF,1
beatyma01,2019,NL,3B,1
cowarka01,2017,AL,2B,1
garream01,2023,AL,P,1
martest01,2019,NL,OF,1
mathije01,2014,NL,C,1
salasfe01,2017,AL,P,1
adriaeh01,2015,NL,SS,1
greench03,2020,AL,P,1
pencehu01,2018,NL,OF,1
hardybl01,2018,AL,P,1
ravelra01,2020,NL,1B,1
velazan01,2023,AL,SS,1
garcija02,2018,NL,P,1
verlaju01,2023,NL,P,1
mastrda01,2014,AL,OF,2
zieglbr01,2014,NL,P,1
carltdr01,2021,AL,P,1
kempma01,2014,NL,OF,1
sauceta01,2022,AL,P,1
owingch01,2021,NL,3B,1
polloaj01,2015,NL,OF,1
fitzgty01,2023,NL,OF,1
winkeje01,2017,NL,OF,1
adamsri03,2022,NL,1B,1
wallabr01,2015,NL,1B,1
grichra01,2022,NL,OF,1
scottta01,2018,AL,P,1
hernada02,2021,AL,P,1
escobed01,2018,AL,2B,1
encared01,2019,AL,2B,1
rogerja02,2016,NL,3B,1
roberda08,2018,AL,P,1
clemeer01,2023,AL,2B,1
kowarja01,2021,AL,P,1
allengr01,2022,NL,OF,1
dietrde01,2018,NL,3B,1
buschmi02,2023,NL,1B,1
latosma01,2016,NL,P,1
mckentr01,2021,AL,P,1
torreal01,2014,NL,P,1
mccread01,2018,NL,P,1
remilza01,2023,AL,SS,1
alvarjo03,2018,AL,1B,1
harriwi02,2019,AL,P,1
ashbyaa01,2021,NL,P,1
alcanvi01,2017,AL,P,1
buchtry01,2018,AL,P,1
graveke01,2020,AL,P,1
hatchch02,2015,NL,P,1
adamecr01,2016,NL,2B,1
tauchmi01,2017,NL,OF,1
vespini01,2023,AL,P,1
walkery01,2023,NL,P,1
machivi01,2022,AL,SS,1
warread01,2016,AL,P,1
wesneha01,2022,NL,P,1
morelmi01,2020,NL,1B,1
mortoch02,2015,NL,P,1
burgeja01,2023,NL,3B,1
hicksjo02,2015,AL,C,1
swishni01,2015,NL,OF,1
loneyja01,2015,AL,1B,1
solando01,2015,NL,2B,1
wendejb01,2021,NL,P,1
nolaau01,2022,NL,3B,1
bautijo02,2018,NL,1B,1
happia01,2023,NL,OF,1
estevca01,2021,NL,P,1
holtbr01,2016,AL,2B,1
maldoma01,2014,NL,1B,1
livelbe01,2018,NL,P,1
fargajo01,2021,NL,OF,2
lombast02,2014,AL,2B,1
mcfartj01,2020,AL,P,1
hollade01,2014,AL,P,1
richacl01,2015,NL,P,1
niesejo01,2014,NL,P,1
ortizjo06,2023,AL,SS,1
millebr02,2020,NL,SS,1
adamsau01,2016,AL,P,1
chafian01,2021,AL,P,1
spangco01,2016,NL,2B,1
skaggty01,2016,AL,P,1
galvifr01,2015,NL,2B,1
klinebr01,2020,AL,P,1
oltmi01,2015,NL,3B,1
garcija01,2016,NL,P,1
polanjo01,2016,AL,2B,1
castrke01,2022,NL,P,2
escobed01,2017,AL,2B,1
dohyky01,2021,NL,P,1
morelmi01,2017,AL,P,1
godleza01,2019,AL,P,1
hendegu01,2022,AL,3B,1
colonch01,2014,AL,2B,1
jankotr01,2019,NL,OF,1
luzarje01,2023,NL,P,1
maedake01,2020,AL,P,1
stephty01,2020,NL,C,1
garzama01,2015,NL,P,1
urenari01,2018,AL,2B,1
tauchmi01,2019,AL,OF,1
vinesda01,2023,NL,P,1
garrere01,2023,NL,P,1
morinmi01,2018,AL,P,1
arandjo01,2022,AL,3B,1
milonto01,2021,AL,P,1
ferguca01,2019,NL,P,1
deverjo01,2021,NL,SS,1
perezhe02,2023,AL,P,1
gurrilo01,2021,AL,OF,1
allarko01,2018,NL,P,1
anderbr04,2020,NL,P,1
mcgehca01,2015,NL,1B,2
jenkich01,2014,AL,P,1
sosaed01,2021,NL,OF,1
uriasju01,2020,NL,P,1
naylojo01,2021,AL,1B,1
farmebu01,2017,AL,P,1
wietema01,2016,AL,C,1
castrwi01,2021,AL,OF,1
freemmi01,2016,NL,OF,1
willitr01,2021,NL,P,2
anderdr02,2018,NL,P,1
amarial01,2014,NL,OF,1
rosalad01,2014,AL,1B,1
garvemi01,2018,AL,C,1
lemahdj01,2022,AL,3B,1
palumjo01,2020,AL,P,1
ynoara01,2016,NL,OF,1
rodriel02,2023,AL,P,1
judgeaa01,2022,AL,OF,1
reynoma01,2015,NL,2B,1
garcija04,2019,NL,P,1
dalbebo01,2022,AL,3B,1
sampsad01,2021,NL,P,1
youngan02,2021,NL,3B,1
alberha01,2022,NL,3B,1
peacobr01,2017,AL,P,1
peterja01,2023,NL,3B,1
thompaa01,2015,AL,P,1
alforan01,2020,NL,OF,1
arozara01,2020,AL,OF,1
gomezhe01,2015,NL,3B,1
rasmuco01,2018,AL,OF,1
valaipa01,2017,NL,1B,1
vothau01,2018,NL,P,1
marteno01,2023,NL,SS,1
katohgo01,2022,AL,2B,1
nicasju01,2019,NL,P,1
pireljo01,2019,NL,OF,2
rasmuco02,2015,AL,P,1
grayso01,2022,AL,P,1
rzepcma01,2016,NL,P,1
almonye01,2021,NL,P,1
abreubr01,2022,AL,P,1
lopezyo01,2018,NL,P,1
bassan01,2022,NL,P,1
lamboan01,2014,NL,OF,1
arroych01,2021,AL,2B,1
loughda01,2015,AL,OF,1
bregmal01,2017,AL,SS,1
skubata01,2023,AL,P,1
rosared01,2023,NL,OF,1
quezajo01,2023,NL,P,1
nardian01,2022,NL,P,1
tayloch03,2019,NL,3B,1
anderni01,2023,NL,P,1
fillmhe01,2018,AL,P,1
morgaad01,2021,NL,P,1
delacbr01,2021,NL,OF,1
navaref01,2014,AL,1B,1
haleyju01,2018,AL,P,1
pujolal01,2014,AL,3B,1
eflinza01,2018,NL,P,1
schmicl01,2022,AL,P,1
syndeno01,2022,AL,P,1
hollima01,2016,NL,OF,1
goedder01,2017,NL,P,1
lorenmi01,2022,AL,P,1
mazarno01,2017,AL,OF,1
reynoma03,2022,NL,SS,1
myerswi01,2017,NL,1B,1
garciro04,2023,NL,P,2
lopezja02,2014,NL,P,1
frazito01,2014,NL,3B,1
chrisni01,2014,NL,P,1
quintjo01,2021,NL,P,1
buckjo01,2014,AL,C,2
fowlede01,2017,NL,OF,1
mcgowdu01,2014,AL,P,1
vothau01,2021,NL,P,1
bauerja01,2018,AL,OF,1
schepta01,2015,AL,P,1
beltbr01,2018,NL,1B,1
bumgama01,2020,NL,P,1
calixor01,2017,NL,OF,1
guzmaje01,2014,AL,1B,1
gonzama01,2016,AL,3B,1
greensh02,2020,NL,P,1
harriwi02,2021,NL,P,1
garvemi01,2021,AL,C,1
hoeinbr01,2022,NL,P,1
kingmi01,2020,AL,P,1
mujiced01,2014,AL,P,1
milleow01,2022,AL,2B,1
montgjo01,2023,AL,P,1
ogradbr01,2020,AL,OF,1
blandal01,2018,NL,OF,1
luzarje01,2022,NL,P,1
perdolu02,2018,NL,P,1
doolise01,2016,AL,P,1
lambjo02,2018,AL,P,1
travisa01,2017,AL,1B,1
ynoara01,2015,NL,SS,1
roberda10,2018,AL,OF,1
tomlijo01,2021,NL,P,1
reynobr01,2019,NL,OF,1
mccutan01,2023,NL,OF,1
evansph01,2021,NL,P,1
santaed01,2021,NL,P,1
hudsoda01,2019,NL,P,1
lucrojo01,2017,NL,C,1
hamilia01,2023,AL,P,1
lorenmi01,2019,NL,OF,1
luplojo01,2021,AL,P,1
salasfe01,2015,AL,P,1
cahiltr01,2020,NL,P,1
fraziad01,2022,AL,OF,1
deckeja01,2015,NL,OF,1
estraje01,2022,NL,P,1
sardilu01,2016,AL,OF,1
buehrma01,2014,AL,P,1
gosewtu01,2015,NL,C,1
yajurmi01,2021,NL,P,1
canoro01,2018,AL,1B,1
loughda01,2016,NL,OF,1
marteke01,2022,NL,2B,1
rojasjo01,2023,AL,2B,1
blevije01,2016,NL,P,1
coleaj01,2018,AL,P,1
owingch01,2018,NL,2B,1
lyonsty01,2018,NL,P,1
marteke01,2018,NL,2B,1
vanmejo01,2019,NL,3B,1
allarko01,2023,NL,P,1
collity01,2015,AL,OF,1
myerswi01,2018,NL,OF,1
nunezed02,2014,AL,OF,1
welkeco01,2021,NL,3B,1
boydma01,2017,AL,P,1
burkebr01,2019,AL,P,1
stantmi03,2017,NL,OF,1
fontwi01,2019,AL,P,2
perezol01,2016,NL,P,1
negrokr01,2014,NL,SS,1
velasvi01,2022,AL,P,1
loupaa01,2019,NL,P,1
nixja01,2014,NL,SS,1
storedr01,2014,NL,P,1
haderjo01,2021,NL,P,1
lylesjo01,2020,AL,P,1
duensbr01,2017,NL,P,1
friaslu01,2023,NL,P,1
surkaer01,2014,AL,P,1
adamewi01,2018,AL,2B,1
cedenxa01,2015,NL,P,1
norribu01,2015,NL,P,1
ozunama01,2015,NL,OF,1
tuivasa01,2017,NL,P,1
brossmi01,2023,NL,2B,1
leonsa01,2021,NL,3B,1
kellydo01,2015,NL,1B,1
carpema01,2019,NL,1B,1
mejiaer01,2020,AL,OF,1
saltaja01,2018,AL,C,1
mooredy01,2021,AL,SS,1
tauchmi01,2021,AL,OF,1
ramirjo02,2018,NL,P,1
drurybr01,2021,NL,OF,1
solarya01,2016,NL,3B,1
waltodo01,2020,AL,SS,1
dejonch01,2023,NL,P,1
henrypa01,2021,NL,C,1
mazeipa01,2021,NL,C,1
canoye01,2022,AL,P,2
garcilu04,2020,NL,2B,1
mccoyma01,2023,AL,SS,1
pireljo01,2017,NL,OF,1
ramirha02,2023,AL,1B,1
frazito01,2016,AL,1B,1
reyespa01,2023,AL,1B,1
weaveje02,2017,NL,P,1
estraje01,2023,NL,P,1
ladenty01,2016,AL,OF,1
delabst01,2016,NL,P,1
darnach01,2017,NL,SS,1
noesihe01,2014,AL,P,3
abreujo02,2018,AL,1B,1
kennebu01,2022,NL,2B,1
zimmebr01,2019,AL,OF,1
fontano01,2018,AL,3B,1
sogarer01,2019,AL,2B,2
nievewi01,2014,NL,C,1
rodried05,2023,AL,P,1
hansoal01,2017,AL,2B,1
roarkta01,2018,NL,P,1
floydga01,2015,AL,P,1
carroco01,2018,AL,P,1
leonsa01,2022,AL,C,2
hernael02,2022,AL,1B,1
kempto01,2016,AL,2B,1
mckenmi01,2015,NL,C,1
shiplbr01,2018,NL,P,1
sosale01,2023,AL,3B,1
crichst01,2021,NL,P,1
freesda01,2017,NL,3B,1
goebbja01,2014,NL,OF,1
gosseph01,2019,NL,OF,1
youngch03,2017,AL,P,1
bautijo02,2017,AL,OF,1
harpebr03,2015,NL,OF,1
searsjp01,2022,AL,P,2
rzepcma01,2015,AL,P,1
wilsoal01,2014,AL,P,1
hudsoda01,2015,NL,P,1
armstsh01,2023,AL,P,1
benoijo01,2017,NL,P,2
doziehu01,2020,AL,1B,1
milonto01,2020,AL,P,1
clevest01,2015,AL,1B,1
blandal01,2018,NL,3B,1
harvema01,2015,NL,P,1
ozunama01,2018,NL,OF,1
drakeol01,2017,NL,P,1
armstsh01,2022,NL,P,1
crichst01,2019,NL,P,1
flynnbr01,2014,NL,P,1
hoernni01,2023,NL,2B,1
reyespa01,2021,NL,SS,1
navada01,2017,NL,1B,1
fraziad01,2018,NL,2B,1
arciaor01,2023,NL,SS,1
holdejo02,2018,AL,P,1
anderju01,2019,AL,P,1
nadyxa01,2014,NL,OF,1
torregl01,2023,AL,2B,1
lobatjo01,2016,NL,C,1
pennicl01,2017,AL,SS,1
bowmama01,2019,NL,P,1
waddebr01,2020,NL,P,1
schroma01,2021,NL,3B,1
guentse01,2021,NL,P,1
pujolal01,2019,AL,1B,1
blachty01,2018,NL,P,1
alvarhe01,2014,NL,P,1
goodrni01,2020,AL,2B,1
herreel01,2015,NL,3B,1
deverra01,2018,AL,3B,1
kahnlto01,2019,AL,P,1
bardlu01,2018,AL,P,1
bashlty01,2020,NL,P,1
greengr01,2015,AL,1B,1
akiyash01,2021,NL,OF,1
dudalu01,2015,NL,1B,1
hernafe02,2017,AL,P,1
kinghni01,2018,NL,P,1
mejiaer01,2019,AL,SS,1
rucindr01,2017,AL,P,1
tollesh01,2015,AL,P,1
burneco01,2021,NL,P,1
delacbr01,2022,NL,OF,1
garciro02,2021,AL,3B,1
bibeeta01,2023,AL,P,1
sanchan01,2020,NL,P,1
beltrca01,2016,AL,OF,2
castrmi01,2017,AL,P,1
manaese01,2018,AL,P,1
mckiran01,2015,NL,P,1
kempma01,2019,NL,OF,1
perezsa02,2018,AL,1B,1
avilalu01,2017,NL,P,1
mastrmi01,2023,NL,2B,1
bregmal01,2023,AL,3B,1
drurybr01,2019,AL,OF,1
castiwe01,2019,AL,C,1
gracema02,2015,NL,P,1
quantca01,2023,AL,P,1
roberke02,2015,NL,P,2
goldspa01,2023,NL,1B,1
seageco01,2019,NL,SS,1
colliza01,2023,AL,C,1
nolasri01,2016,AL,P,2
susacan01,2017,NL,C,1
ugglada01,2015,NL,2B,1
hermomi01,2021,NL,OF,1
wagueja01,2019,AL,P,1
biggica01,2021,AL,2B,1
perezma02,2021,AL,P,1
gordode01,2017,NL,SS,1
youngan02,2020,NL,3B,1
leblawa01,2018,AL,P,1
whitlch01,2015,AL,P,1
hamilbi02,2022,NL,OF,1
hillti01,2023,NL,P,1
adamsma01,2021,NL,1B,1
choiji01,2019,AL,1B,1
barlojo01,2022,AL,P,1
martini02,2019,AL,OF,1
motteta01,2017,AL,2B,1
johnsch05,2015,AL,3B,1
robindr01,2017,AL,OF,1
estrath01,2023,NL,2B,1
slateau01,2019,NL,1B,1
elmorja01,2015,AL,2B,1
reyesal02,2018,NL,P,1
gonzama01,2019,AL,SS,1
mathije01,2019,AL,P,1
pelfrmi01,2014,AL,P,1
schuspa01,2016,AL,P,1
morneju01,2015,NL,1B,1
siscoch01,2019,AL,1B,1
valenda01,2017,AL,3B,1
barlosc01,2023,AL,P,1
coxau01,2023,AL,P,1
alexasc01,2022,NL,P,1
arauzjo01,2023,NL,SS,1
butleed01,2018,NL,P,1
marshev01,2020,AL,P,1
youngal01,2021,NL,P,1
owingch01,2015,NL,2B,1
mejiase01,2019,NL,3B,1
bohmal01,2022,NL,3B,1
chaveje01,2016,AL,P,1
hoskirh01,2022,NL,1B,1
keuchda01,2023,AL,P,1
janispa01,2015,AL,2B,1
toroab01,2021,AL,3B,2
keplema01,2020,AL,OF,1
vieirth01,2017,AL,P,1
cobbal01,2023,NL,P,1
luplojo01,2017,NL,OF,1
abreual01,2021,AL,P,1
garcigr01,2016,NL,2B,1
morelmi01,2019,AL,1B,1
elmorja01,2015,AL,OF,1
greench03,2021,AL,P,1
montebr01,2022,NL,P,1
cosgrto01,2023,NL,P,1
felizmi01,2018,NL,P,1
evansde01,2021,AL,P,1
hellije01,2019,NL,P,1
greingr01,2019,AL,C,1
paulida01,2016,AL,P,1
smithke05,2023,AL,SS,1
wrighky01,2019,NL,P,1
wilsocj01,2014,AL,P,1
bassan01,2023,AL,P,1
bassich01,2019,AL,P,1
ramosce01,2015,AL,P,1
heanean01,2018,AL,P,1
cousija01,2021,NL,P,1
machivi01,2021,AL,SS,1
grillja01,2017,AL,P,2
gattiev01,2017,AL,C,1
osullse01,2015,NL,P,1
francje02,2016,NL,OF,2
smithca03,2019,NL,P,1
severpe01,2017,NL,C,1
thielca01,2014,AL,P,1
claudal01,2020,NL,P,1
brachbr01,2016,AL,P,1
rodrise01,2019,NL,P,1
florewi01,2023,NL,1B,1
zerpaan01,2021,AL,P,1
sippto01,2018,AL,P,1
sanchaa01,2022,AL,P,1
schlibr01,2019,AL,P,1
gonzaca01,2018,NL,OF,1
hampsga01,2022,NL,OF,1
strasst01,2019,NL,P,1
chishja01,2021,NL,2B,1
castilu03,2022,AL,P,1
greengr01,2014,AL,OF,1
nixja01,2014,NL,OF,1
tonkimi01,2014,AL,P,1
dixonbr01,2022,NL,3B,1
flowety01,2014,AL,C,1
trumbma01,2015,NL,OF,1
moronre01,2018,NL,P,1
panikjo01,2017,NL,2B,1
zavalse01,2022,AL,C,1
woodal02,2020,NL,P,1
menesjo01,2023,NL,OF,1
reaco01,2021,NL,P,1
desclan01,2022,NL,P,1
misiean01,2023,NL,P,1
perdoan01,2020,NL,P,1
sanchad01,2018,NL,3B,1
francma02,2017,NL,3B,1
troutmi01,2019,AL,OF,1
ruizjo01,2020,AL,P,1
canhama01,2018,AL,1B,1
gotttr01,2022,NL,P,1
kozmape01,2015,NL,3B,1
maurebr01,2014,AL,P,1
kellydo01,2015,NL,3B,1
stassma01,2018,AL,C,1
leeko01,2023,AL,C,1
jacksed01,2019,AL,P,2
martelu02,2021,NL,3B,1
ruary01,2018,AL,P,1
eatonad02,2019,NL,OF,1
florewi01,2016,NL,3B,1
confomi01,2021,NL,OF,1
jacksja01,2023,AL,P,1
montera01,2019,AL,P,1
trahabl01,2018,NL,3B,1
moorema02,2023,NL,P,1
wittbo02,2022,AL,3B,1
spitzsh01,2021,NL,P,1
smoakju01,2015,AL,1B,1
rojasmi02,2017,NL,2B,1
difowi01,2016,NL,2B,1
giolilu01,2016,NL,P,1
gordoal01,2016,AL,OF,1
morinmi01,2017,AL,P,2
santogr01,2022,NL,P,1
cobbal01,2017,AL,P,1
aguilje01,2015,AL,1B,1
axelrdy01,2015,NL,P,1
ciriape01,2015,NL,3B,1
syndeno01,2018,NL,P,1
vazquch01,2018,AL,3B,1
flandyo01,2016,NL,P,1
vodnivi01,2023,NL,P,1
wisdopa01,2019,AL,1B,1
kriskbr01,2023,AL,P,1
holtbr01,2020,NL,1B,1
dickech01,2014,AL,OF,1
mileywa01,2022,NL,P,1
ishiktr01,2015,NL,OF,2
eliasro01,2019,NL,P,1
merriwh01,2018,AL,1B,1
soriajo01,2021,AL,P,1
mccanja02,2016,AL,C,1
martiru01,2018,AL,OF,1
buehlwa01,2018,NL,P,1
millesh01,2016,NL,OF,1
bradymi01,2017,AL,P,1
freemfr01,2014,NL,1B,1
mazzach01,2020,AL,P,1
plesaza01,2023,AL,P,1
wilsowe01,2023,NL,1B,1
garcigr01,2017,NL,3B,1
downssc01,2014,AL,P,2
fraziad01,2022,AL,SS,1
refsnro01,2017,AL,2B,2
garcigr01,2019,NL,OF,1
alzolad01,2020,NL,P,1
guerrju02,2018,NL,P,1
kennebu01,2023,NL,2B,1
barrefr02,2020,AL,SS,2
gordode01,2020,AL,OF,1
morelmi01,2020,AL,1B,1
odorro01,2022,AL,3B,1
perezhe01,2015,NL,3B,1
rojasmi02,2020,NL,1B,1
nevinty01,2021,AL,OF,1
freesda01,2014,AL,3B,1
pindech01,2018,AL,3B,1
blackra01,2019,NL,P,2
smithke05,2023,AL,3B,1
lewicar01,2018,AL,P,1
crowewi01,2022,NL,P,1
kellyza01,2023,AL,P,1
bauerja01,2023,AL,1B,1
smithke04,2017,AL,C,1
bergmch01,2018,AL,P,1
rendoan01,2019,NL,3B,1
adamsma01,2018,NL,OF,1
rileyau01,2022,NL,1B,1
ruizjo01,2021,AL,P,1
desmoia01,2017,NL,1B,1
gonzase01,2015,NL,P,1
pasquvi01,2022,AL,1B,1
raleylu01,2023,AL,P,1
mateojo01,2022,AL,SS,1
nerishe01,2016,NL,P,1
crockky01,2016,AL,P,1
diazal02,2019,AL,OF,1
bielabr01,2022,AL,P,1
changyu01,2019,AL,3B,1
evelada01,2014,NL,P,1
fieldpr01,2015,AL,1B,1
rivertj01,2017,NL,1B,1
rzepcma01,2016,AL,P,1
blandal01,2019,NL,1B,1
sanomi01,2017,AL,3B,1
wislema01,2019,AL,P,1
falteba01,2021,NL,P,1
avilemi01,2014,AL,SS,1
buschmi02,2023,NL,3B,1
fiersmi01,2014,NL,P,1
diazjo02,2015,AL,SS,1
kellemi03,2022,NL,P,1
hughebr01,2022,NL,P,1
smithbl01,2016,AL,P,1
smithpa04,2021,NL,OF,1
hartco01,2015,NL,OF,1
avilaal01,2021,NL,2B,1
escobal02,2018,AL,OF,1
brogdco01,2023,NL,P,1
adamecr01,2016,NL,SS,1
barrija01,2023,AL,P,1
rizzoan01,2018,NL,1B,1
chapmma01,2022,AL,3B,1
rossty01,2019,AL,P,1
zobribe01,2017,NL,2B,1
merriry01,2017,AL,P,1
ramirne01,2017,NL,P,2
parkebl01,2014,NL,P,1
jacksry02,2015,AL,3B,1
alberha01,2019,AL,P,1
feathta01,2017,AL,SS,1
marteje01,2016,AL,OF,1
turneju01,2018,NL,3B,1
bradlar01,2023,NL,P,1
fryda01,2023,AL,P,1
nidoto01,2021,NL,C,1
fariaja01,2018,AL,P,1
freemmi01,2016,AL,SS,1
perezhe01,2020,NL,1B,1
edwarjo02,2019,AL,P,1
mileywa01,2018,NL,P,1
ozunama01,2017,NL,OF,1
marksma01,2016,NL,P,1
walkech02,2015,AL,1B,1
adelljo01,2021,AL,OF,1
trumbma01,2017,AL,OF,1
cortene01,2019,AL,P,1
martija03,2021,AL,OF,1
stanery01,2019,NL,P,1
reiniza01,2019,AL,P,1
doolise01,2022,NL,P,1
munozya01,2021,AL,OF,1
lopezal03,2022,NL,OF,1
abadfe01,2015,AL,P,1
stubbdr01,2016,AL,OF,2
henryto01,2023,NL,P,1
tayloch03,2018,NL,2B,1
castrha01,2021,AL,3B,1
burgeja01,2021,AL,3B,1
rodriro03,2019,AL,1B,1
davisjd01,2018,AL,3B,1
senzeni01,2023,NL,2B,1
puigya01,2015,NL,OF,1
marcatu01,2021,NL,OF,1
dovalca01,2022,NL,P,1
garcijo02,2021,NL,2B,1
puigya01,2016,NL,OF,1
reyesjo01,2015,AL,SS,1
gosseph01,2021,AL,3B,1
shoemma01,2020,AL,P,1
milleju02,2021,NL,P,2
chapmar01,2016,AL,P,1
pruitau01,2021,AL,P,1
sizemgr01,2015,AL,OF,1
ryuhy01,2018,NL,P,1
thielca01,2023,AL,P,1
thompma02,2021,NL,P,2
washida01,2017,AL,OF,1
ohse01,2016,NL,P,1
bassan01,2019,AL,P,1
rodriro03,2018,AL,2B,1
kellyke02,2023,AL,P,1
lemahdj01,2014,NL,2B,1
ynoahu01,2019,NL,P,1
mortoch02,2021,NL,P,1
ramiryo01,2021,AL,P,1
dunnida01,2022,AL,P,1
rollida01,2016,AL,P,1
motteta01,2016,AL,OF,1
andrejo03,2018,AL,OF,2
hamilbi02,2019,AL,OF,1
gillaco01,2016,NL,1B,1
marquge01,2022,NL,P,1
mortoch02,2014,NL,P,1
quallch01,2017,NL,P,1
valvejo01,2014,NL,P,1
archech01,2018,NL,P,1
doziehu01,2022,AL,3B,1
taylobe04,2018,AL,C,1
kenneia01,2016,AL,P,1
mesorde01,2017,NL,C,1
stromma01,2018,AL,P,1
martijd02,2023,NL,OF,1
pinedis01,2022,NL,C,1
leonedo01,2015,NL,P,1
hampsga01,2023,NL,OF,1
alcanar01,2016,AL,OF,1
mcfartj01,2018,NL,P,1
ucetaed01,2023,NL,P,1
ueharko01,2015,AL,P,1
frazicl01,2022,NL,OF,1
vasquan02,2019,AL,P,1
lowrije01,2018,AL,3B,1
ranauan01,2014,AL,P,1
bradlbo01,2022,AL,1B,1
happia01,2022,NL,OF,1
pilkiko01,2022,AL,P,1
culbech01,2019,NL,SS,1
kohnmi01,2014,AL,P,1
manaese01,2016,AL,P,1
hudsoda01,2014,NL,P,1
marrede01,2018,NL,2B,1
lestejo01,2015,NL,P,1
perezro02,2017,AL,C,1
scottta01,2023,NL,P,1
cespeyo01,2017,NL,OF,1
alvared01,2022,NL,SS,1
bradlje01,2016,NL,P,1
duggast01,2022,NL,OF,1
diekmja01,2015,NL,P,1
stewako01,2021,NL,P,1
venabwi01,2015,NL,OF,1
suarera01,2020,NL,P,1
headlch01,2014,AL,1B,1
lambja01,2021,AL,3B,2
castrha01,2020,AL,2B,1
blackpa01,2022,AL,P,1
polangr01,2014,NL,OF,1
beckhgo01,2018,AL,2B,1
thompbu01,2022,AL,OF,1
higgipj01,2022,NL,1B,1
evansph01,2018,NL,3B,1
buterdr01,2019,NL,1B,1
daviskh01,2015,NL,OF,1
willitr01,2018,NL,P,1
zimmebr01,2022,NL,OF,1
garciav01,2016,AL,OF,1
neshepa01,2017,NL,P,2
nunezre01,2017,AL,3B,1
thameer01,2019,NL,1B,1
panikjo01,2021,NL,1B,1
swihabl01,2016,AL,C,1
yamamjo01,2021,NL,P,1
shewmbr01,2023,NL,SS,1
liriafr01,2019,NL,P,1
clemeer01,2023,AL,P,1
diazed04,2020,NL,P,1
riverya01,2016,NL,SS,1
kirkal01,2020,AL,C,1
feathta01,2017,AL,1B,1
rojasmi02,2018,NL,2B,1
escobed01,2022,NL,2B,1
pillake01,2020,AL,OF,1
goinsry01,2016,AL,OF,1
matonph01,2018,NL,P,1
rodnefe01,2019,AL,P,1
souzast01,2016,AL,OF,1
tabatjo01,2014,NL,OF,1
weberry01,2021,AL,P,2
gorete01,2014,AL,OF,1
lasteto01,2020,AL,2B,2
caratvi01,2019,NL,1B,1
rodrise01,2015,NL,1B,1
jasojo01,2017,NL,OF,1
